duration,distance,averageDistance,speed,rpm,power,resistance,heartRate,incline,totalSteps
10,80.47,15610.6,28.97,106,123,6,148,0,8378
10,80.47,15691.06,28.97,106,123,6,147,0,8420
10,80.47,15771.53,28.97,106,123,6,146,0,8462
10,80.47,15852,28.97,106,123,6,129,0,8504
10,80.47,15932.47,29.45,113,130,6,99,0,8546
10,80.47,16012.93,29.77,116,133,6,145,0,8591
10,80.47,16093.4,29.77,115,133,6,73,0,8637
10,96.56,16173.87,29.77,115,132,6,103,0,8683
10,80.47,16254.33,29.61,114,131,6,102,0,8728
10,80.47,16334.8,29.13,108,125,6,104,0,8773
10,80.47,16415.27,28.97,107,124,6,144,0,8816
10,80.47,16495.74,29.29,111,128,6,86,0,8858
10,80.47,16576.2,29.13,109,126,6,89,0,8902
10,80.47,16656.67,29.29,111,128,6,146,0,8945
10,80.47,16737.14,29.29,110,127,6,148,0,8989
10,80.47,16817.6,29.29,110,127,6,146,0,9033
10,80.47,16914.16,29.13,108,125,6,144,0,9077
10,80.47,16994.63,29.45,112,129,6,86,0,9120
10,80.47,17075.1,29.29,110,127,6,145,0,9164
10,80.47,17155.56,29.13,109,126,6,143,0,9208
10,80.47,17236.03,29.29,111,128,6,145,0,9251
10,80.47,17316.5,29.29,110,127,6,146,0,9295
10,80.47,17396.97,29.45,112,130,6,145,0,9339
10,80.47,17477.43,29.45,113,130,6,132,0,9383
10,96.56,17557.9,29.29,111,128,6,88,0,9428
10,80.47,17638.37,29.29,110,127,6,147,0,9472
10,80.47,17718.83,29.29,110,127,6,147,0,9515
10,80.47,17799.3,29.93,117,135,6,146,0,9559
10,80.47,17879.77,29.61,114,132,6,89,0,9605
10,80.47,17960.23,29.29,111,128,6,149,0,9651
10,80.47,18040.7,28.97,109,123,6,152,0,9694
10,80.47,18121.17,28.16,112,114,5,150,0,9737
10,80.47,18201.64,27.2,113,105,4,89,0,9782
10,64.37,18282.1,26.88,110,102,4,145,0,9827
10,80.47,18346.48,26.72,108,100,4,141,0,9870
10,80.47,18426.94,26.72,107,99,4,140,0,9913
10,64.37,18507.41,27.52,106,108,5,139,0,9956
10,80.47,18587.88,28.81,107,121,6,139,0,9997
10,80.47,18668.34,29.77,106,133,7,140,0,10040
10,80.47,18748.81,30.74,106,145,8,140,0,10082
10,96.56,18829.28,30.58,103,143,8,141,0,10124
10,80.47,18909.74,30.74,104,144,8,141,0,10165
10,80.47,19006.31,31.06,108,149,8,143,0,10206
10,96.56,19086.77,30.9,106,147,8,145,0,10249
10,80.47,19167.24,31.22,109,150,8,146,0,10291
10,80.47,19263.8,31.7,115,158,8,152,0,10334
10,96.56,19344.27,30.9,114,146,7,91,0,10380
10,80.47,19440.83,30.26,114,139,7,153,0,10425
10,80.47,19521.29,29.13,114,126,6,136,0,10471
10,80.47,19601.76,28.65,115,120,5,46,0,10516
10,80.47,19666.13,27.68,113,110,4,151,0,10561
10,80.47,19746.6,26.72,115,99,3,150,0,10606
10,64.37,19827.07,26.07,115,94,3,149,0,10652
10,80.47,19891.44,26.07,115,94,3,147,0,10697
10,64.37,19971.91,26.07,115,94,3,87,0,10743
10,80.47,20036.28,26.23,117,96,3,144,0,10789
10,80.47,20116.75,26.39,118,97,3,144,0,10835
10,64.37,20181.12,25.59,110,90,3,130,0,10881
10,64.37,20245.5,25.75,111,90,3,99,0,10924
10,80.47,20325.96,25.59,110,90,3,141,0,10968
10,64.37,20390.34,25.75,111,90,3,139,0,11012
10,80.47,20470.8,26.72,111,101,4,138,0,11056
10,64.37,20551.27,28.16,112,114,5,138,0,11100
10,80.47,20631.74,29.45,114,129,6,139,0,11145
10,80.47,20712.21,31.38,124,153,7,70,0,11190
10,96.56,20792.67,31.7,127,158,7,17,0,11239
10,80.47,20889.23,30.74,119,144,7,156,0,11289
10,96.56,20969.7,29.13,113,126,6,109,0,11336
10,80.47,21050.17,27.84,107,112,5,124,0,11380
10,64.37,21130.63,26.88,108,101,4,154,0,11423
10,80.47,21195.01,25.59,108,89,3,150,0,11466
10,64.37,21259.38,23.98,107,75,2,103,0,11509
10,80.47,21323.75,22.53,105,66,1,143,0,11551
10,48.28,21388.13,21.57,103,59,1,138,0,11592
10,64.37,21452.5,21.4,101,57,1,53,0,11633
10,64.37,21516.88,21.24,100,57,1,66,0,11673
10,48.28,21565.16,22.69,104,66,2,77,0,11713
10,64.37,21629.53,23.66,104,73,2,127,0,11754
10,80.47,21710,25.27,106,87,3,128,0,11796
10,64.37,21774.37,26.55,105,98,4,128,0,11837
10,80.47,21854.84,27.68,104,110,5,131,0,11879
10,64.37,21935.3,28.97,105,123,6,131,0,11920
10,80.47,22015.77,29.93,106,136,7,135,0,11962
10,96.56,22096.24,31.06,108,149,8,137,0,12004
10,80.47,22176.71,31.7,115,158,8,42,0,12047
10,80.47,22273.27,31.7,116,159,8,142,0,12093
10,96.56,22353.73,31.22,114,151,8,146,0,12139
10,80.47,22450.29,30.42,111,140,7,75,0,12184
10,80.47,22530.76,30.09,109,138,7,0,0,12228
10,96.56,22611.23,30.42,112,141,7,0,0,12271
10,80.47,22691.69,30.58,119,143,7,31,0,12316
10,80.47,22788.25,30.42,122,141,6,62,0,12363
10,80.47,22868.72,29.77,121,134,6,140,0,12412
10,96.56,22949.19,28.16,114,114,5,157,0,12460
10,64.37,23029.66,26.72,114,100,4,159,0,12505
10,80.47,23094.03,25.11,110,85,3,155,0,12550
10,64.37,23158.4,24.14,110,77,2,61,0,12594
10,64.37,23222.78,23.98,108,75,2,73,0,12637
10,80.47,23287.15,23.98,109,76,2,147,0,12680
10,64.37,23367.62,24.46,108,79,2,143,0,12723
10,64.37,23431.99,25.91,109,93,3,140,0,12766
10,64.37,23512.46,27.36,115,107,4,14,0,12809
10,80.47,23576.83,27.2,112,104,4,84,0,12855
10,80.47,23657.3,28.32,111,116,5,136,0,12899
10,80.47,23737.76,29.93,117,134,6,14,0,12944
10,80.47,23818.23,30.09,119,136,6,133,0,12990
10,80.47,23914.79,29.61,114,131,6,149,0,13037
10,80.47,23995.26,29.93,117,135,6,150,0,13082
10,80.47,24075.73,29.29,110,127,6,106,0,13128
10,80.47,24156.19,28.32,107,116,5,76,0,13171
10,80.47,24236.66,27.68,108,110,5,150,0,13214
10,80.47,24301.03,26.72,110,99,4,148,0,13257
10,80.47,24381.5,24.94,104,84,3,102,0,13300
10,64.37,24445.87,23.34,101,71,2,149,0,13341
10,64.37,24510.25,21.73,102,59,1,146,0,13381
10,64.37,24558.53,21.57,102,58,1,140,0,13422
10,48.28,24622.9,21.24,100,57,1,133,0,13462
10,64.37,24687.28,21.08,99,56,1,133,0,13502
0,32.19,24735.56,21.57,102,58,1,133,0,13541
