duration,distance,averageDistance,speed,rpm,power,resistance,heartRate,incline,totalSteps
10,80.47,4538.34,30.9,106,147,8,143,0,2193
10,80.47,4634.9,31.06,108,150,8,143,0,2235
10,96.56,4715.37,31.22,109,150,8,144,0,2278
10,80.47,4795.83,29.93,106,136,7,144,0,2321
10,80.47,4892.39,28.97,105,123,6,144,0,2363
10,80.47,4972.86,28.81,104,121,6,143,0,2405
10,80.47,5053.33,28.97,107,124,6,144,0,2446
10,80.47,5117.7,28,107,113,5,143,0,2489
10,80.47,5198.17,27.68,104,109,5,138,0,2531
10,80.47,5278.64,27.68,105,109,5,137,0,2573
10,64.37,5359.1,27.68,105,110,5,136,0,2614
10,80.47,5423.48,27.68,105,109,5,137,0,2656
10,80.47,5503.94,27.84,106,111,5,136,0,2697
10,80.47,5584.41,28,109,114,5,136,0,2739
10,80.47,5664.88,27.84,107,112,5,134,0,2782
10,64.37,5745.34,28.65,105,121,6,134,0,2825
10,80.47,5825.81,28.97,106,123,6,135,0,2867
10,80.47,5906.28,28.81,105,122,6,138,0,2909
10,80.47,5986.74,28.97,107,124,6,137,0,2950
10,80.47,6067.21,29.13,108,125,6,139,0,2993
10,80.47,6147.68,28.81,105,122,6,140,0,3036
10,80.47,6228.15,28.81,105,122,6,138,0,3077
10,80.47,6308.61,28.49,102,118,6,138,0,3119
10,80.47,6389.08,28.49,101,117,6,139,0,3159
10,80.47,6469.55,28.97,107,124,6,139,0,3199
10,80.47,6550.01,28.97,107,124,6,138,0,3242
10,80.47,6630.48,29.13,108,125,6,138,0,3284
10,80.47,6710.95,28.81,105,122,6,139,0,3327
10,80.47,6791.41,28.81,105,122,6,140,0,3369
10,80.47,6871.88,28.97,107,123,6,140,0,3411
10,80.47,6952.35,28.97,107,124,6,142,0,3453
10,80.47,7032.82,28.97,106,123,6,139,0,3495
10,80.47,7113.28,28.65,104,120,6,140,0,3537
10,80.47,7177.66,28.65,104,120,6,142,0,3579
10,80.47,7258.12,28.65,104,120,6,142,0,3620
10,80.47,7338.59,28.97,107,123,6,142,0,3661
10,80.47,7419.06,28.49,102,118,6,142,0,3703
10,80.47,7499.52,28.65,104,120,6,140,0,3744
10,80.47,7579.99,28.65,103,119,6,140,0,3785
10,80.47,7660.46,28.81,105,122,6,139,0,3826
10,80.47,7740.93,28.65,104,120,6,139,0,3867
10,80.47,7821.39,28.81,105,122,6,138,0,3908
10,80.47,7901.86,28.65,103,119,6,138,0,3950
10,80.47,7982.33,28.65,103,119,6,138,0,3991
10,64.37,8062.79,28.97,106,123,6,136,0,4032
10,80.47,8143.26,28.97,106,123,6,137,0,4074
10,80.47,8223.73,28.97,107,124,6,136,0,4116
10,80.47,8304.19,29.29,110,127,6,140,0,4158
10,96.56,8384.66,29.29,110,127,6,143,0,4202
10,80.47,8465.13,29.29,110,127,6,145,0,4246
10,80.47,8545.6,28.16,108,115,5,143,0,4289
10,64.37,8626.06,27.84,106,111,5,141,0,4332
10,80.47,8706.53,28,108,113,5,140,0,4374
10,80.47,8770.9,28.16,109,114,5,142,0,4417
10,80.47,8851.37,27.84,107,112,5,142,0,4460
10,80.47,8931.84,27.68,105,110,5,141,0,4502
10,80.47,9012.3,27.68,105,110,5,139,0,4544
10,64.37,9092.77,27.52,103,107,5,138,0,4586
10,80.47,9157.14,27.52,103,107,5,138,0,4627
10,80.47,9237.61,27.52,104,109,5,138,0,4668
10,80.47,9318.08,27.84,107,112,5,139,0,4709
10,64.37,9398.55,28,108,113,5,140,0,4752
10,80.47,9479.01,28.97,108,124,6,139,0,4794
10,80.47,9559.48,29.93,108,136,7,138,0,4837
10,80.47,9639.95,30.9,107,147,8,140,0,4880
10,96.56,9720.41,31.7,106,158,9,141,0,4923
10,80.47,9816.97,31.7,106,159,9,143,0,4965
10,96.56,9897.44,31.7,105,158,9,142,0,5007
10,80.47,9994,31.54,104,156,9,143,0,5048
10,96.56,10074.47,31.7,105,157,9,144,0,5090
10,80.47,10171.03,32.03,109,162,9,148,0,5131
10,96.56,10251.5,32.19,111,164,9,149,0,5174
10,80.47,10348.06,32.03,109,162,9,153,0,5218
10,96.56,10428.52,31.22,108,151,8,154,0,5261
10,80.47,10525.08,30.26,108,138,7,153,0,5304
10,80.47,10605.55,29.13,108,126,6,151,0,5347
10,80.47,10686.02,28.32,110,116,5,150,0,5390
10,80.47,10766.48,28.16,109,114,5,148,0,5434
10,80.47,10830.86,27.84,107,112,5,147,0,5477
10,80.47,10911.33,27.84,107,112,5,147,0,5519
10,80.47,10991.79,28,108,113,5,144,0,5561
10,64.37,11072.26,28,109,114,5,143,0,5604
10,80.47,11152.73,28,108,113,5,142,0,5648
10,80.47,11233.19,28,108,113,5,142,0,5691
10,80.47,11297.57,27.84,107,112,5,141,0,5733
10,80.47,11378.03,27.84,107,112,5,142,0,5776
10,80.47,11458.5,27.84,107,112,5,141,0,5818
10,64.37,11538.97,28,108,113,5,144,0,5861
10,80.47,11619.43,28.16,109,114,5,142,0,5903
10,80.47,11699.9,28.32,112,117,5,141,0,5947
10,80.47,11764.28,28.16,110,115,5,141,0,5991
10,80.47,11844.74,28,108,113,5,142,0,6035
10,80.47,11925.21,28.16,109,114,5,143,0,6077
10,80.47,12005.68,28.16,109,114,5,142,0,6121
10,64.37,12086.14,28.16,110,115,5,143,0,6164
10,80.47,12166.61,28,109,114,5,143,0,6208
10,80.47,12230.98,28.16,109,114,5,143,0,6251
10,80.47,12311.45,28.49,112,117,5,141,0,6294
10,80.47,12391.92,29.77,116,133,6,141,0,6339
10,80.47,12488.48,30.58,115,143,7,143,0,6385
10,80.47,12568.95,31.38,112,153,8,146,0,6430
10,96.56,12649.41,32.19,112,165,9,149,0,6474
10,80.47,12745.97,32.35,112,166,9,152,0,6519
10,96.56,12826.44,32.51,113,168,9,155,0,6563
10,80.47,12923,32.51,114,169,9,156,0,6608
10,96.56,13019.56,32.35,113,168,9,157,0,6653
10,96.56,13100.03,32.19,111,165,9,157,0,6698
10,80.47,13196.59,32.03,109,162,9,157,0,6741
10,96.56,13277.05,31.22,109,152,8,157,0,6785
10,80.47,13373.62,30.26,110,140,7,157,0,6828
10,80.47,13454.08,29.45,111,129,6,158,0,6871
10,80.47,13534.55,28.32,110,116,5,157,0,6915
10,80.47,13615.02,28.16,109,114,5,154,0,6959
10,80.47,13679.39,28.16,109,114,5,152,0,7002
10,80.47,13759.86,28.16,110,115,5,150,0,7045
10,80.47,13840.32,28.16,110,115,5,150,0,7089
10,80.47,13920.79,28.32,110,115,5,149,0,7133
10,80.47,14001.26,28.49,113,118,5,147,0,7177
10,64.37,14081.72,28.16,110,115,5,146,0,7222
10,80.47,14162.19,29.45,114,130,6,147,0,7265
10,80.47,14242.66,30.42,113,141,7,149,0,7310
10,96.56,14323.13,31.06,109,149,8,150,0,7355
10,80.47,14419.69,32.19,111,164,9,151,0,7398
10,96.56,14500.15,33.15,112,178,10,153,0,7442
10,80.47,14596.71,33.8,111,189,11,155,0,7486
10,96.56,14693.27,34.12,113,193,11,157,0,7531
10,96.56,14789.83,34.28,114,195,11,159,0,7576
10,96.56,14886.39,34.44,117,198,11,161,0,7621
10,96.56,14982.96,34.44,118,200,11,163,0,7667
10,96.56,15079.52,34.28,115,196,11,164,0,7714
10,96.56,15176.08,34.28,116,197,11,166,0,7760
10,96.56,15256.54,33.47,114,184,10,167,0,7806
10,80.47,15353.1,32.67,114,171,9,168,0,7851
10,96.56,15449.66,31.86,116,160,8,168,0,7896
10,96.56,15530.13,30.9,116,147,7,168,0,7942
10,80.47,15610.6,29.61,112,131,6,168,0,7988
10,80.47,15691.06,28.32,110,116,5,167,0,8032
10,80.47,15771.53,27.04,110,104,4,165,0,8076
10,64.37,15852,26.88,109,101,4,162,0,8120
10,80.47,15916.37,26.88,109,101,4,160,0,8163
10,80.47,15996.84,26.55,107,99,4,157,0,8206
10,64.37,16061.21,26.55,107,99,4,154,0,8248
10,80.47,16141.68,27.84,107,111,5,153,0,8291
10,80.47,16222.15,29.13,109,125,6,151,0,8334
10,80.47,16302.61,30.26,112,139,7,152,0,8377
10,80.47,16399.17,31.22,111,152,8,152,0,8421
10,80.47,16479.64,32.19,112,165,9,152,0,8465
10,96.56,16576.2,33.15,112,178,10,155,0,8510
10,96.56,16656.67,33.31,113,180,10,158,0,8554
10,80.47,16753.23,33.31,113,180,10,160,0,8599
10,96.56,16849.79,33.47,116,185,10,161,0,8644
10,96.56,16946.35,33.47,115,184,10,162,0,8690
10,96.56,17026.82,33.47,116,185,10,164,0,8735
10,96.56,17123.38,33.15,112,180,10,166,0,8781
10,80.47,17219.94,31.86,107,161,9,166,0,8825
10,96.56,17300.4,31.06,107,149,8,166,0,8868
10,80.47,17396.97,29.93,105,135,7,166,0,8910
10,80.47,17477.43,28.97,106,124,6,165,0,8952
10,80.47,17557.9,28.16,108,114,5,162,0,8994
10,80.47,17622.27,26.72,107,100,4,161,0,9036
10,80.47,17702.74,25.27,105,87,3,159,0,9079
10,64.37,17767.11,23.66,104,73,2,155,0,9120
10,64.37,17831.49,21.89,103,60,1,149,0,9162
10,64.37,17895.86,21.57,102,58,1,147,0,9202
10,64.37,17944.14,21.4,101,57,1,142,0,9243
10,48.28,18008.51,21.4,101,57,1,138,0,9283
10,64.37,18072.89,21.57,102,58,1,138,0,9323
10,64.37,18121.17,21.4,101,57,1,138,0,9363
10,48.28,18185.54,21.24,100,57,1,134,0,9403
10,64.37,18249.92,22.69,97,65,2,129,0,9443
10,64.37,18314.29,24.14,96,76,3,129,0,9482
10,64.37,18378.66,25.59,98,89,4,127,0,9520
10,80.47,18459.13,27.04,100,103,5,129,0,9559
10,64.37,18539.6,28.65,104,119,6,130,0,9599
10,80.47,18620.06,29.77,105,133,7,133,0,9640
10,80.47,18700.53,30.9,108,148,8,138,0,9682
10,96.56,18781,30.9,106,147,8,143,0,9725
10,80.47,18877.56,30.74,105,146,8,145,0,9767
10,80.47,18958.03,30.26,109,139,7,147,0,9809
10,96.56,19038.49,29.13,107,125,6,148,0,9852
10,80.47,19118.96,27.84,105,111,5,149,0,9894
10,64.37,19183.33,26.72,106,100,4,150,0,9936
10,80.47,19263.8,25.27,106,87,3,147,0,9978
10,64.37,19328.17,23.98,108,76,2,146,0,10020
10,64.37,19392.55,22.05,104,61,1,143,0,10062
10,64.37,19456.92,21.89,105,61,1,141,0,10104
10,64.37,19521.29,22.21,108,63,1,139,0,10146
10,64.37,19585.67,22.05,106,61,1,138,0,10189
10,64.37,19633.95,21.89,105,61,1,137,0,10231
10,48.28,19698.32,21.89,104,60,1,133,0,10272
10,64.37,19762.7,23.17,104,70,2,129,0,10313
10,64.37,19827.07,24.62,102,81,3,129,0,10354
10,64.37,19907.54,25.91,102,93,4,130,0,10395
10,80.47,19971.91,27.68,106,110,5,131,0,10435
10,80.47,20052.38,28.97,107,123,6,132,0,10478
10,80.47,20132.84,29.93,107,135,7,136,0,10520
10,80.47,20213.31,30.26,110,139,7,138,0,10563
10,80.47,20309.87,30.42,112,141,7,142,0,10607
10,80.47,20390.34,30.26,110,139,7,147,0,10651
10,96.56,20470.8,29.29,110,128,6,149,0,10694
10,80.47,20551.27,28.16,109,115,5,151,0,10738
10,80.47,20631.74,26.88,108,101,4,151,0,10781
10,64.37,20696.11,25.27,105,86,3,149,0,10823
10,64.37,20760.49,23.66,104,73,2,146,0,10865
10,80.47,20824.86,22.05,105,62,1,144,0,10906
10,48.28,20889.23,21.73,104,60,1,140,0,10948
10,64.37,20953.61,22.05,106,61,1,137,0,10989
10,64.37,21017.98,21.89,104,60,1,134,0,11031
10,64.37,21066.26,21.57,102,58,1,133,0,11072
10,48.28,21130.63,23.34,104,71,2,131,0,11113
10,64.37,21195.01,25.11,106,84,3,132,0,11154
10,80.47,21275.47,26.23,104,95,4,133,0,11196
10,64.37,21355.94,27.36,104,107,5,136,0,11237
10,80.47,21420.32,27.68,105,110,5,140,0,11278
10,80.47,21500.78,27.84,107,112,5,141,0,11320
10,80.47,21581.25,27.84,107,111,5,139,0,11363
10,64.37,21661.72,27.68,105,110,5,138,0,11405
0,0,21693.9,26.88,97,101,5,139,0,11446
