duration,distance,averageDistance,speed,rpm,power,resistance,heartRate,incline,totalSteps
10,80.47,5101.61,31.06,81,149,11,27,0,1796
10,96.56,5198.17,30.9,80,148,11,0,0,1828
10,80.47,5278.64,30.9,79,146,11,0,0,1860
10,80.47,5359.1,30.9,80,148,11,0,0,1892
10,96.56,5455.66,30.9,80,148,11,83,0,1923
10,80.47,5536.13,30.9,79,146,11,139,0,1955
10,80.47,5616.6,30.74,78,145,11,56,0,1986
10,96.56,5713.16,30.74,78,144,11,0,0,2016
10,80.47,5793.62,30.58,77,143,11,0,0,2047
10,80.47,5874.09,30.58,76,142,11,0,0,2077
10,96.56,5954.56,30.58,76,142,11,55,0,2107
10,80.47,6051.12,30.58,76,142,11,83,0,2137
10,80.47,6131.59,30.26,74,139,11,0,0,2167
10,80.47,6212.05,30.26,74,140,11,0,0,2196
10,96.56,6292.52,30.42,75,140,11,41,0,2226
10,80.47,6389.08,29.77,74,133,10,96,0,2255
10,80.47,6469.55,29.29,74,128,10,0,0,2284
10,80.47,6550.01,29.61,76,132,10,95,0,2315
10,80.47,6630.48,29.77,78,134,10,136,0,2345
10,80.47,6710.95,29.93,79,136,10,136,0,2377
10,80.47,6791.41,30.09,80,136,10,136,0,2408
10,96.56,6871.88,29.93,79,135,10,136,0,2440
10,80.47,6968.44,30.26,81,138,10,136,0,2472
10,80.47,7048.91,30.09,80,137,10,135,0,2504
10,80.47,7129.38,30.09,80,137,10,135,0,2536
10,80.47,7209.84,30.26,81,138,10,135,0,2568
10,96.56,7290.31,30.09,81,138,10,136,0,2600
10,80.47,7386.87,30.09,80,137,10,135,0,2631
10,80.47,7467.34,30.09,81,137,10,136,0,2663
10,80.47,7547.8,29.93,79,136,10,122,0,2695
10,80.47,7628.27,29.93,80,136,10,0,0,2726
10,80.47,7708.74,29.93,79,135,10,27,0,2758
10,96.56,7789.21,29.93,79,135,10,136,0,2789
10,80.47,7885.77,30.09,80,136,10,136,0,2820
10,80.47,7966.23,30.09,80,137,10,138,0,2852
10,80.47,8046.7,30.26,82,139,10,83,0,2885
10,80.47,8127.17,30.26,82,139,10,140,0,2917
10,96.56,8207.63,30.42,83,141,10,141,0,2950
10,80.47,8304.19,30.9,88,147,10,140,0,2985
10,80.47,8384.66,30.74,86,144,10,140,0,3019
10,96.56,8465.13,30.58,84,142,10,140,0,3052
10,80.47,8561.69,30.42,83,141,10,141,0,3085
10,80.47,8642.16,30.42,83,141,10,100,0,3118
10,80.47,8722.62,30.26,81,138,10,100,0,3150
10,80.47,8803.09,30.09,80,137,10,142,0,3182
10,96.56,8899.65,30.26,81,138,10,141,0,3214
10,80.47,8980.12,30.09,80,137,10,141,0,3246
10,80.47,9060.58,29.77,78,134,10,139,0,3277
10,80.47,9141.05,30.09,80,136,10,138,0,3309
10,80.47,9221.52,29.93,79,135,10,137,0,3340
10,96.56,9301.99,30.26,81,138,10,137,0,3372
10,80.47,9398.55,29.93,79,135,10,138,0,3403
10,80.47,9479.01,30.26,81,138,10,140,0,3435
10,80.47,9559.48,30.26,82,139,10,14,0,3468
10,80.47,9639.95,29.93,79,136,10,0,0,3499
10,96.56,9720.41,29.77,78,134,10,0,0,3530
10,80.47,9816.97,29.61,77,132,10,0,0,3560
10,80.47,9897.44,29.61,76,131,10,0,0,3590
10,80.47,9977.91,29.45,74,128,10,0,0,3620
10,80.47,10058.38,28.81,76,121,9,0,0,3650
10,80.47,10138.84,28,76,112,8,0,0,3680
10,64.37,10203.22,26.88,77,102,7,0,0,3710
10,80.47,10283.68,26.07,79,94,6,0,0,3742
10,64.37,10348.06,26.39,82,96,6,136,0,3774
10,80.47,10428.52,26.72,82,100,6,133,0,3807
10,80.47,10508.99,27.68,81,110,7,131,0,3839
10,80.47,10589.46,28.81,83,122,8,130,0,3872
10,80.47,10669.92,29.77,83,134,9,133,0,3905
10,80.47,10750.39,30.9,86,148,10,134,0,3939
10,96.56,10830.86,31.7,88,158,11,137,0,3974
10,80.47,10927.42,31.38,85,154,11,138,0,4007
10,96.56,11007.89,31.7,87,157,11,142,0,4042
10,80.47,11104.45,31.38,84,153,11,143,0,4075
10,80.47,11184.91,31.06,84,150,11,147,0,4108
10,96.56,11265.38,30.26,84,138,10,147,0,4142
10,80.47,11361.94,29.45,84,128,9,145,0,4175
10,64.37,11426.31,28.16,83,115,8,143,0,4208
10,80.47,11506.78,27.68,83,108,7,141,0,4241
10,80.47,11587.25,27.52,83,108,7,139,0,4274
10,80.47,11667.72,27.36,82,107,7,137,0,4306
10,64.37,11732.09,27.2,80,105,7,136,0,4338
10,80.47,11812.56,27.2,80,105,7,136,0,4370
10,80.47,11893.02,27.04,78,102,7,134,0,4401
10,80.47,11973.49,27.52,80,108,7,133,0,4432
10,80.47,12037.86,28.81,82,122,8,133,0,4465
10,80.47,12134.42,29.45,83,130,9,134,0,4498
10,80.47,12214.89,29.77,82,132,9,134,0,4531
10,80.47,12295.36,30.42,83,141,10,136,0,4563
10,80.47,12375.82,30.42,83,141,10,139,0,4596
10,80.47,12456.29,30.42,83,141,10,140,0,4629
10,96.56,12552.85,30.26,82,140,10,140,0,4662
10,80.47,12633.32,30.26,81,138,10,142,0,4694
10,80.47,12713.79,30.26,82,140,10,143,0,4727
10,80.47,12794.25,30.26,81,138,10,144,0,4759
10,96.56,12874.72,30.09,82,136,10,147,0,4792
10,80.47,12971.28,29.29,81,127,9,142,0,4824
10,80.47,13051.75,29.13,80,126,9,142,0,4856
10,80.47,13132.21,29.13,80,125,9,141,0,4887
10,80.47,13212.68,29.29,81,127,9,141,0,4919
10,80.47,13293.15,29.29,81,127,9,141,0,4951
10,80.47,13373.62,29.93,87,135,9,140,0,4986
10,80.47,13454.08,30.42,92,141,9,141,0,5022
10,80.47,13534.55,30.09,89,137,9,142,0,5058
10,96.56,13615.02,30.09,90,138,9,143,0,5093
10,80.47,13711.58,29.93,87,134,9,144,0,5127
10,80.47,13792.04,29.61,86,130,9,144,0,5161
10,80.47,13872.51,29.61,92,130,8,143,0,5198
10,80.47,13952.98,29.13,88,125,8,141,0,5233
10,80.47,14033.44,29.29,90,127,8,142,0,5268
10,80.47,14113.91,29.13,89,126,8,143,0,5303
10,80.47,14194.38,28.81,85,121,8,143,0,5337
10,80.47,14274.85,28.81,85,121,8,143,0,5371
10,80.47,14355.31,28.81,84,121,8,143,0,5404
10,80.47,14435.78,28.81,85,121,8,143,0,5438
10,80.47,14516.25,29.29,89,126,8,143,0,5473
10,80.47,14596.71,28.81,85,121,8,143,0,5507
10,80.47,14677.18,28.81,85,121,8,142,0,5540
10,80.47,14757.65,28.97,86,123,8,143,0,5574
10,80.47,14838.11,28.81,85,122,8,143,0,5608
10,80.47,14918.58,28.65,84,120,8,143,0,5642
10,80.47,14999.05,28.65,84,120,8,142,0,5675
10,80.47,15079.52,28.65,83,119,8,141,0,5708
10,80.47,15159.98,28.32,81,116,8,141,0,5740
10,64.37,15224.36,28,78,113,8,14,0,5771
10,80.47,15304.82,27.84,76,111,8,0,0,5801
10,80.47,15385.29,28.49,82,118,8,0,0,5834
10,80.47,15465.76,28.49,82,118,8,0,0,5866
10,80.47,15546.22,28.81,86,122,8,0,0,5900
10,80.47,15626.69,28.81,85,121,8,0,0,5934
10,80.47,15707.16,28,84,112,7,0,0,5967
10,80.47,15787.63,27.52,85,109,7,0,0,6001
10,64.37,15852,27.2,87,104,6,0,0,6036
10,80.47,15932.47,25.91,87,93,5,0,0,6070
10,64.37,15996.84,24.62,86,81,4,0,0,6104
10,80.47,16077.31,26.55,90,99,6,0,0,6140
10,64.37,16141.68,27.04,86,103,6,0,0,6174
10,80.47,16222.15,28.49,88,118,8,0,0,6208
10,80.47,16302.61,28,86,114,7,0,0,6242
10,80.47,16383.08,28.32,86,117,8,0,0,6276
10,80.47,16463.55,28.65,81,119,8,0,0,6309
10,80.47,16544.02,27.84,84,111,7,0,0,6342
10,64.37,16608.39,27.36,83,106,7,0,0,6374
10,80.47,16688.86,27.52,81,108,7,0,0,6407
10,80.47,16769.32,27.04,82,103,7,0,0,6439
10,80.47,16849.79,27.2,82,105,7,0,0,6472
10,64.37,16914.16,26.55,82,98,6,0,0,6504
10,64.37,16994.63,25.27,80,86,5,0,0,6536
10,80.47,17059,24.14,80,77,5,0,0,6568
10,80.47,17139.47,28.81,85,122,8,0,0,6601
10,64.37,17203.84,27.84,83,110,7,0,0,6634
10,80.47,17284.31,26.55,82,98,6,0,0,6667
10,80.47,17364.78,26.55,82,98,6,0,0,6699
10,64.37,17429.15,28.49,84,119,8,0,0,6732
10,80.47,17509.62,28.16,83,115,8,0,0,6765
10,80.47,17590.09,28,84,113,7,0,0,6799
10,80.47,17670.55,28.81,83,122,8,0,0,6832
10,80.47,17751.02,27.84,82,112,7,0,0,6864
10,80.47,17831.49,28.16,86,114,7,0,0,6899
10,80.47,17911.95,28.49,88,117,7,0,0,6934
10,80.47,17992.42,28.97,88,124,8,0,0,6968
10,80.47,18072.89,28,85,113,7,0,0,7002
10,64.37,18137.26,27.68,87,109,7,0,0,7036
10,80.47,18217.73,27.84,90,112,7,0,0,7072
10,80.47,18298.2,28.16,87,115,7,0,0,7107
10,80.47,18378.66,28.32,86,116,8,0,0,7141
10,80.47,18459.13,28,86,114,7,0,0,7175
10,64.37,18523.5,27.68,87,109,7,0,0,7209
10,80.47,18603.97,27.2,88,105,6,0,0,7244
10,80.47,18684.44,26.39,91,97,5,0,0,7280
10,64.37,18748.81,26.55,88,98,6,0,0,7314
10,80.47,18829.28,25.75,85,91,5,0,0,7348
10,80.47,18909.74,29.29,92,129,8,0,0,7384
10,80.47,18990.21,30.9,89,147,10,0,0,7419
10,80.47,19070.68,30.42,90,140,9,0,0,7455
10,96.56,19151.15,29.77,93,133,8,0,0,7492
10,80.47,19247.71,29.45,97,129,7,0,0,7530
10,80.47,19328.17,28.81,93,122,7,0,0,7567
10,64.37,19392.55,28,94,112,6,0,0,7605
10,80.47,19473.01,28,92,112,7,0,0,7641
10,80.47,19553.48,27.52,91,108,6,0,0,7677
10,64.37,19617.85,25.75,85,91,5,0,0,7711
10,80.47,19698.32,24.46,85,80,4,0,0,7745
10,64.37,19762.7,27.36,90,107,7,0,0,7780
10,96.56,19843.16,30.42,90,142,9,0,0,7816
10,80.47,19939.72,30.26,89,139,9,0,0,7851
10,80.47,20020.19,29.45,89,129,8,0,0,7886
10,80.47,20100.66,28.16,87,115,7,0,0,7921
10,64.37,20165.03,26.88,85,101,6,0,0,7954
10,80.47,20245.5,27.84,84,113,8,0,0,7988
10,80.47,20325.96,28.97,86,124,8,0,0,8022
10,80.47,20406.43,28.16,86,114,7,0,0,8056
10,80.47,20486.9,27.52,85,109,7,0,0,8090
10,80.47,20567.37,27.04,87,103,6,0,0,8124
10,64.37,20631.74,27.68,84,110,7,0,0,8157
10,80.47,20712.21,26.72,84,99,6,0,0,8191
10,64.37,20776.58,25.59,83,89,5,0,0,8223
10,80.47,20857.05,24.78,87,82,4,0,0,8258
10,64.37,20921.42,26.88,86,105,7,0,0,8292
10,80.47,21001.89,30.74,84,144,10,0,0,8325
10,96.56,21098.45,29.77,83,132,9,0,0,8358
10,80.47,21178.91,29.13,87,126,8,0,0,8392
10,64.37,21243.29,28,86,114,7,0,0,8426
10,80.47,21323.75,26.72,84,100,6,0,0,8460
10,80.47,21404.22,28,91,113,7,0,0,8496
10,80.47,21484.69,28.16,96,114,6,0,0,8534
10,64.37,21549.06,27.04,93,104,6,0,0,8571
10,80.47,21629.53,27.68,88,111,7,0,0,8605
10,80.47,21710,28.16,89,115,7,0,0,8641
10,80.47,21790.46,27.2,89,105,6,0,0,8676
10,64.37,21854.84,26.72,86,100,6,0,0,8710
10,80.47,21935.3,28,85,113,7,0,0,8744
10,80.47,22015.77,28.16,84,116,8,0,0,8777
10,80.47,22096.24,28,85,113,7,0,0,8811
10,80.47,22176.71,28.65,88,121,8,0,0,8846
10,80.47,22257.17,30.74,93,144,9,0,0,8883
10,80.47,22337.64,29.61,91,130,8,0,0,8919
10,80.47,22418.11,28.81,90,121,8,0,0,8955
10,80.47,22498.57,28.81,92,121,7,0,0,8991
10,80.47,22579.04,27.2,87,104,6,0,0,9026
10,64.37,22643.41,26.07,85,93,5,0,0,9060
10,80.47,22723.88,25.91,88,93,5,0,0,9095
10,80.47,22804.35,28.16,87,117,8,0,0,9129
10,80.47,22884.81,30.42,90,140,9,0,0,9165
10,80.47,22965.28,29.61,92,132,8,0,0,9201
10,80.47,23045.75,28.16,88,115,7,0,0,9236
10,80.47,23126.22,27.2,87,104,6,0,0,9271
10,64.37,23190.59,27.04,95,104,6,0,0,9308
10,80.47,23271.06,28.32,90,117,7,0,0,9344
10,80.47,23351.52,26.88,86,102,6,0,0,9378
10,64.37,23415.9,26.55,87,100,6,0,0,9412
10,96.56,23496.36,29.45,91,129,8,0,0,9448
10,80.47,23592.92,29.93,89,136,9,0,0,9483
10,80.47,23673.39,29.13,87,125,8,0,0,9518
10,80.47,23753.86,28.49,86,118,8,0,0,9552
10,64.37,23818.23,27.84,85,112,7,0,0,9586
10,80.47,23898.7,27.2,88,105,6,0,0,9621
10,80.47,23979.17,26.55,94,99,5,0,0,9658
10,64.37,24043.54,26.72,90,101,6,0,0,9693
10,80.47,24124.01,28,86,113,7,0,0,9727
10,80.47,24204.47,27.68,92,109,6,0,0,9764
10,64.37,24268.85,26.23,90,96,5,0,0,9800
10,80.47,24349.31,25.91,90,92,5,0,0,9836
10,80.47,24429.78,27.2,88,104,6,0,0,9871
10,64.37,24494.15,26.07,89,94,5,0,0,9906
10,80.47,24574.62,27.84,86,111,7,0,0,9940
10,80.47,24655.09,27.2,88,104,6,0,0,9975
10,64.37,24719.46,25.75,86,91,5,0,0,10009
10,64.37,24799.93,25.75,85,90,5,0,0,10043
10,80.47,24864.3,24.94,85,85,5,0,0,10076
10,80.47,24944.77,28.97,87,123,8,0,0,10111
10,80.47,25025.24,28.65,92,120,7,0,0,10147
10,64.37,25089.61,27.36,91,107,6,0,0,10183
10,80.47,25170.08,26.39,92,97,5,0,0,10220
10,64.37,25234.45,25.11,92,86,4,0,0,10256
10,64.37,25314.92,23.82,93,75,3,0,0,10293
10,80.47,25379.29,25.91,91,98,6,0,0,10329
10,80.47,25459.76,28.97,86,123,8,0,0,10363
10,80.47,25540.23,31.06,89,150,10,0,0,10398
10,96.56,25620.69,31.54,93,155,10,0,0,10435
10,80.47,25717.25,30.58,92,142,9,0,0,10472
10,80.47,25797.72,29.45,91,130,8,0,0,10508
10,80.47,25878.19,28.49,92,119,7,0,0,10544
10,80.47,25958.65,27.36,91,107,6,0,0,10580
10,64.37,26023.03,26.07,89,94,5,0,0,10615
10,80.47,26103.49,27.68,85,109,7,0,0,10649
10,80.47,26183.96,26.72,84,99,6,0,0,10682
10,64.37,26248.34,25.59,85,90,5,0,0,10715
10,80.47,26328.8,27.52,83,108,7,0,0,10748
10,80.47,26409.27,27.84,84,111,7,0,0,10782
10,80.47,26489.74,29.77,84,133,10,0,0,10815
10,80.47,26570.2,29.93,86,135,9,0,0,10849
10,80.47,26650.67,29.13,87,125,8,0,0,10883
10,80.47,26731.14,28.81,93,121,7,0,0,10920
10,80.47,26811.6,27.52,91,107,6,0,0,10957
10,64.37,26875.98,26.23,91,96,5,0,0,10993
10,64.37,26956.44,24.78,89,83,4,0,0,11028
10,80.47,27020.82,27.52,85,109,7,0,0,11062
10,80.47,27101.29,28.32,89,116,7,0,0,11097
10,80.47,27181.75,27.68,89,109,7,0,0,11132
10,80.47,27262.22,27.36,90,106,6,0,0,11168
10,64.37,27326.59,26.39,91,97,5,0,0,11204
10,64.37,27407.06,24.94,90,84,4,0,0,11240
10,80.47,27471.43,28,88,113,7,0,0,11274
10,80.47,27551.9,28.16,89,114,7,0,0,11310
10,80.47,27632.37,28.65,92,120,8,0,0,11346
10,80.47,27712.83,30.26,90,139,9,0,0,11382
10,80.47,27793.3,29.61,92,131,8,0,0,11418
10,80.47,27873.77,28.49,91,118,7,0,0,11454
10,80.47,27954.24,27.52,92,108,6,0,0,11490
10,80.47,28034.7,26.07,88,94,5,0,0,11526
10,64.37,28099.08,24.62,86,81,4,0,0,11560
10,64.37,28163.45,25.91,87,93,5,0,0,11594
10,80.47,28243.92,27.04,85,103,7,0,0,11628
10,80.47,28324.38,27.2,88,104,6,0,0,11663
10,80.47,28388.76,28.65,92,123,8,0,0,11699
10,80.47,28485.32,30.58,92,142,9,0,0,11736
10,80.47,28565.78,29.61,92,131,8,0,0,11772
10,80.47,28646.25,29.13,89,125,8,0,0,11807
10,80.47,28726.72,28.97,88,123,8,0,0,11842
10,80.47,28807.19,28.16,87,114,7,0,0,11877
10,80.47,28887.65,27.36,90,106,6,0,0,11912
10,64.37,28952.03,26.07,87,94,5,0,0,11947
10,64.37,29016.4,25.59,84,89,5,0,0,11980
10,80.47,29096.87,24.62,88,82,4,0,0,12015
10,64.37,29161.24,24.46,89,81,4,0,0,12050
10,80.47,29241.71,26.88,85,101,6,0,0,12084
10,64.37,29306.08,25.91,87,92,5,0,0,12118
10,64.37,29370.45,24.62,87,81,4,0,0,12153
10,64.37,29434.83,23.17,87,69,3,0,0,12187
10,64.37,29499.2,23.17,91,71,3,0,0,12223
10,80.47,29579.67,26.88,85,100,6,0,0,12257
10,64.37,29644.04,25.27,82,87,5,0,0,12290
10,48.28,29708.42,16.9,67,37,1,0,0,12316
10,32.19,29740.6,14.64,63,27,1,0,0,12339
10,16.09,29772.79,5.79,37,12,1,0,0,12354
8,0,29788.88,0,0,0,1,0,0,12360
